Customer ID,recency,frequency,average_order_value,CLTV_predicted
15366,75,138,17.31217391,2389.08
16105,248,110,21.69263636,2386.19
16467,508,24,99.03583333,2376.86
17827,5,281,8.456120996,2376.17
17434,2,134,17.71507463,2373.82
16742,46,104,22.80682692,2371.91
14711,10,345,6.867594203,2369.32
17623,32,194,12.19469072,2365.77
16005,12,484,4.887376033,2365.49
14496,311,106,22.30084906,2363.89
14295,40,72,32.81819444,2362.91
15860,40,343,6.88425656,2361.3
17634,36,296,7.968209459,2358.59
13908,79,122,19.3154918,2356.49
12755,280,63,37.39738095,2356.035
16676,33,133,17.71338346,2355.88
15015,501,294,8.010102041,2354.97
14810,40,301,7.820697674,2354.03
13687,438,45,52.27766667,2352.495
16083,100,71,33.11859155,2351.42
17969,166,204,11.49647059,2345.28
16085,23,375,6.242746667,2341.03
12584,3,96,24.35572917,2338.15
15549,77,161,14.4978882,2334.16
16638,22,138,16.91384058,2334.11
13614,24,264,8.836136364,2332.74
16496,8,138,16.88963768,2330.77
17591,73,176,13.24039773,2330.31
17313,31,24,97.035,2328.84
17004,46,69,33.68637681,2324.36
14938,562,71,32.71028169,2322.43
13055,78,154,15.07214286,2321.11
15117,14,131,17.69564885,2318.13
16628,29,125,18.5448,2318.1
12724,5,129,17.96527132,2317.52
12948,16,125,18.53944,2317.43
17193,35,44,52.50090909,2310.04
13704,5,134,17.22432836,2308.06
17282,130,204,11.30857843,2306.95
17113,574,158,14.59234177,2305.59
13685,2,39,59.11410256,2305.45
17894,71,402,5.73278607,2304.58
15946,502,26,88.62230769,2304.18
14555,57,117,19.6925641,2304.03
18095,312,48,47.98104167,2303.09
16077,625,8,287.55,2300.4
16531,22,138,16.65456522,2298.33
12599,29,133,17.26857143,2296.72
13344,67,116,19.78939655,2295.57
12704,7,88,26.07886364,2294.94
12649,107,118,19.44618644,2294.65
13280,122,205,11.18697561,2293.33
13059,249,198,11.57459596,2291.77
13371,505,92,24.90913043,2291.64
17047,85,142,16.12133803,2289.23
17018,40,37,61.82972973,2287.7
16485,77,144,15.88326389,2287.19
14481,164,150,15.23126667,2284.69
12684,7,105,21.74885714,2283.63
18051,634,55,41.496,2282.28
13655,114,119,19.16394958,2280.51
14554,10,203,11.22901478,2279.49
12754,235,63,36.17428571,2278.98
13994,3,148,15.36581081,2274.14
17994,121,306,7.418398693,2270.03
14346,120,146,15.53212329,2267.69
15638,378,25,90.608,2265.2
13652,45,141,16.0429078,2262.05
13814,92,79,28.57367089,2257.32
13117,21,162,13.92382716,2255.66
16350,21,122,18.4745082,2253.89
14432,9,377,5.964190981,2248.5
14644,67,62,36.25354839,2247.72
16177,50,118,19.045,2247.31
16174,126,65,34.56538462,2246.75
16883,187,267,8.412209738,2246.06
13627,59,129,17.41007752,2245.9
16042,22,129,17.4055814,2245.32
13407,578,85,26.40823529,2244.7
16823,227,173,12.96583815,2243.09
14462,66,281,7.981530249,2242.81
15865,40,126,17.78904762,2241.42
15629,450,77,29.1025974,2240.9
16551,95,88,25.42181818,2237.12
17180,56,400,5.591925,2236.77
17075,17,199,11.23934673,2236.63
16108,84,135,16.56237037,2235.92
16076,3,129,17.32348837,2234.73
13662,85,136,16.42360294,2233.61
18215,89,89,25.0841573,2232.49
14449,18,483,4.618964803,2230.96
13365,33,128,17.38570313,2225.37
14321,10,179,12.39139665,2218.06
17648,60,125,17.73096,2216.37
18177,31,99,22.38707071,2216.32
13455,24,114,19.41219298,2212.99
13478,469,125,17.70216,2212.77
13320,78,149,14.84295302,2211.6
15550,4,235,9.408723404,2211.05
15476,380,79,27.97443038,2209.98
14177,86,205,10.77897561,2209.69
13094,21,29,76.18758621,2209.44
14834,17,87,25.35816092,2206.16
14467,17,303,7.271419142,2203.24
13410,24,50,44.0392,2201.96
14006,115,77,28.52818182,2196.67
15100,333,16,137.11875,2193.9
16317,119,117,18.73940171,2192.51
15934,417,29,75.54,2190.66
14212,89,21,104.292381,2190.14
14597,11,95,22.99610526,2184.63
15864,22,23,94.81565217,2180.76
17324,17,145,14.97289655,2171.07
12856,7,311,6.98,2170.78
12501,336,149,14.55966443,2169.39
17732,372,122,17.75754098,2166.42
14595,19,136,15.91507353,2164.45
15944,276,38,56.95368421,2164.24
14573,179,310,6.977806452,2163.12
17822,420,169,12.79840237,2162.93
17460,94,137,15.75160584,2157.97
14407,107,73,29.55794521,2157.73
16379,4,108,19.97592593,2157.4
13643,31,102,21.14480392,2156.77
15426,19,429,5.026456876,2156.35
13224,60,108,19.9625,2155.95
16966,8,28,76.96321429,2154.97
16600,4,143,15.05881119,2153.41
16275,196,111,19.37936937,2151.11
16833,1,92,23.38021739,2150.98
14216,3,77,27.9225974,2150.04
16716,266,8,268.71,2149.68
17272,42,114,18.84763158,2148.63
16520,186,352,6.103352273,2148.38
16004,474,90,23.84877778,2146.39
16134,21,116,18.49431034,2145.34
18009,235,179,11.97893855,2144.23
13152,417,135,15.87681481,2143.37
13092,70,105,20.38361905,2140.28
17029,110,29,73.7,2137.3
12576,35,142,15.04647887,2136.6
17305,648,9,237.2733333,2135.46
18116,67,564,3.784556738,2134.49
12560,5,105,20.32390476,2134.01
16493,79,111,19.20801802,2132.09
13517,59,141,15.0951773,2128.42
14634,437,109,19.49045872,2124.46
16807,142,142,14.95690141,2123.88
16996,30,75,28.3148,2123.61
14472,103,309,6.856699029,2118.72
14360,31,117,18.10282051,2118.03
15658,190,102,20.75754902,2117.27
17308,393,7,302.2907143,2116.035
14691,30,71,29.77929577,2114.33
16201,3,124,17.03322581,2112.12
12997,22,107,19.72813084,2110.91
14399,394,192,10.98026042,2108.21
13755,3,321,6.567165109,2108.06
13610,12,399,5.27245614,2103.71
15252,36,118,17.82550847,2103.41
14276,98,121,17.37752066,2102.68
14499,26,311,6.758167203,2101.79
15815,63,49,42.86938776,2100.6
12975,436,112,18.75080357,2100.09
17159,21,130,16.15069231,2099.59
12352,36,103,20.37805825,2098.94
13753,287,80,26.182125,2094.57
13591,64,101,20.73207921,2093.94
17897,172,262,7.991870229,2093.87
14469,416,145,14.43765517,2093.46
13265,53,90,23.25177778,2092.66
15456,283,227,9.213744493,2091.52
17905,71,146,14.32061644,2090.81
17705,3,120,17.36583333,2083.9
12725,371,106,19.65754717,2083.7
16016,3,297,7.014814815,2083.4
16934,54,141,14.77404255,2083.14
14443,53,133,15.66142857,2082.97
12610,22,106,19.63377358,2081.18
18026,500,17,122.0041176,2074.07
17742,113,85,24.37,2071.45
17048,117,101,20.48188119,2068.67
17585,109,384,5.376848958,2064.71
13748,95,58,35.59224138,2064.35
16726,26,262,7.87740458,2063.88
12586,17,94,21.94329787,2062.67
16795,365,336,6.138125,2062.41
15221,366,29,71.11034483,2062.2
18258,464,50,41.1934,2059.67
17633,31,101,20.37019802,2057.39
12518,0,124,16.58782258,2056.89
15253,16,116,17.7162931,2055.09
14188,30,65,31.60553846,2054.36
16235,40,115,17.85834783,2053.71
16794,1,502,4.089043825,2052.7
16176,421,72,28.50958333,2052.69
17086,7,96,21.355,2050.08
13874,358,69,29.69782609,2049.15
14232,42,115,17.80930435,2048.07
17666,3,44,46.54090909,2047.8
13663,179,99,20.68191919,2047.51
14000,211,49,41.76204082,2046.34
15473,14,14,146.1428571,2046
12868,185,134,15.2519403,2043.76
17289,31,266,7.67593985,2041.8
12585,234,87,23.44942529,2040.1
14988,211,235,8.675106383,2038.65
16214,170,98,20.79846939,2038.25
16331,432,34,59.93235294,2037.7
13630,5,71,28.61661972,2031.78
14225,434,86,23.61709302,2031.07
15506,22,273,7.437106227,2030.33
15164,68,352,5.761676136,2028.11
15384,169,118,17.18466102,2027.79
12873,282,35,57.92285714,2027.3
13989,65,86,23.55883721,2026.06
14631,50,91,22.22725275,2022.68
12418,112,102,19.81568627,2021.2
13696,421,24,84.18333333,2020.4
16221,36,239,8.451548117,2019.92
14623,32,282,7.152411348,2016.98
16197,469,93,21.68505376,2016.71
17152,194,16,126.03125,2016.5
17126,152,445,4.531303371,2016.43
13693,374,106,18.97943396,2011.82
17671,15,75,26.7888,2009.16
13414,133,55,36.47836364,2006.31
15734,114,43,46.63348837,2005.24
13888,119,171,11.70520468,2001.59
16332,28,197,10.15233503,2000.01
16698,226,5,399.6,1998
14628,91,86,23.23255814,1998
15990,44,177,11.28672316,1997.75
14152,75,133,15.01759398,1997.34
15481,401,38,52.45631579,1993.34
14651,67,283,7.0404947,1992.46
14301,117,53,37.58830189,1992.18
16065,365,353,5.643427762,1992.13
12348,75,51,39.05607843,1991.86
13889,92,83,23.99072289,1991.23
17088,28,115,17.31313043,1991.01
16960,38,449,4.43403118,1990.88
17351,36,69,28.81492754,1988.23
16529,190,128,15.521875,1986.8
15478,40,69,28.74608696,1983.48
14967,49,29,68.36586207,1982.61
17337,151,521,3.802418426,1981.06
13725,49,104,19.04384615,1980.56
17158,32,113,17.52212389,1980
15030,71,33,59.99727273,1979.91
15795,149,131,15.11351145,1979.87
13208,58,252,7.842460317,1976.3
18204,71,192,10.28828125,1975.35
15531,8,219,9.006347032,1972.39
17797,22,271,7.276273063,1971.87
14905,157,78,25.27423077,1971.39
12674,38,83,23.74216867,1970.6
14477,19,14,140.6857143,1969.6
14396,65,249,7.909156627,1969.38
12582,238,103,19.10834951,1968.16
16032,456,210,9.360571429,1965.72
17966,37,113,17.37982301,1963.92
17997,74,164,11.96621951,1962.46
12399,119,110,17.83909091,1962.3
15789,358,138,14.21746377,1962.01
16290,464,124,15.78790323,1957.7
17039,604,44,44.43159091,1954.99
18016,32,169,11.56544379,1954.56
17554,1,88,22.18693182,1952.45
13761,50,122,16.00139344,1952.17
15885,92,115,16.97234783,1951.82
16993,463,28,69.67678571,1950.95
14014,77,76,25.63434211,1948.21
15620,56,129,15.05705426,1942.36
15425,400,143,13.57426573,1941.12
15272,57,286,6.782797203,1939.88
12385,379,65,29.82153846,1938.4
16619,263,116,16.70974138,1938.33
15561,11,92,21.02597826,1934.39
14418,3,124,15.59870968,1934.24
12528,9,92,21.01608696,1933.48
12531,14,127,15.22204724,1933.2
15803,51,51,37.83647059,1929.66
17236,12,158,12.21050633,1929.26
16788,123,478,4.03541841,1928.93
13029,30,17,113.3705882,1927.3
14492,430,92,20.89032609,1921.91
16681,72,49,39.22122449,1921.84
18220,226,25,76.8704,1921.76
16027,91,35,54.86571429,1920.3
16859,144,110,17.44909091,1919.4
14901,11,134,14.32089552,1919
12644,129,111,17.28369369,1918.49
14332,22,62,30.92596774,1917.41
16650,71,98,19.55214286,1916.11
16555,35,66,29.02545455,1915.68
17046,157,85,22.42435294,1906.07
16942,12,277,6.877220217,1904.99
12592,92,81,23.51333333,1904.58
14250,7,111,17.1536036,1904.05
14710,14,432,4.397662037,1899.79
12762,7,69,27.51478261,1898.52
14389,65,87,21.8162069,1898.01
14730,1,462,4.107294372,1897.57
14127,122,117,16.2142735,1897.07
12687,480,126,15.04642857,1895.85
17560,94,55,34.46909091,1895.8
14327,163,106,17.87669811,1894.93
15248,411,106,17.86726415,1893.93
17350,8,143,13.24266434,1893.701
16631,481,80,23.6565,1892.52
13276,63,239,7.915941423,1891.91
15381,213,24,78.77375,1890.57
12842,70,48,39.37354167,1889.93
17609,40,385,4.903636364,1887.9
14912,16,63,29.9447619,1886.52
13476,178,106,17.78632075,1885.35
16172,95,113,16.67743363,1884.55
14403,130,25,75.2204,1880.51
16660,16,24,78.31458333,1879.55
17227,18,114,16.48184211,1878.93
15197,10,59,31.82220339,1877.51
18151,134,106,17.64537736,1870.41
16426,2,353,5.279773371,1863.76
14887,79,6,310.3333333,1862
13503,71,189,9.837248677,1859.24
14305,71,105,17.70438095,1858.96
14130,319,220,8.448954545,1858.77
16043,37,73,25.43273973,1856.59
15081,22,101,18.36207921,1854.57
16054,145,122,15.1952459,1853.82
16049,40,485,3.818865979,1852.15
12383,184,99,18.69252525,1850.56
12507,134,49,37.63387755,1844.06
18180,4,119,15.49369748,1843.75
12694,70,83,22.20903614,1843.35
12950,2,23,80.13043478,1843
15201,87,100,18.4295,1842.95
16102,42,57,32.31824561,1842.14
13984,26,88,20.92420455,1841.33
13168,36,173,10.6400578,1840.73
17919,88,40,46.008,1840.32
15822,3,65,28.30861538,1840.06
14870,261,65,28.29153846,1838.95
13924,1,117,15.71666667,1838.85
17015,28,214,8.591635514,1838.61
16175,94,98,18.73918367,1836.44
15402,148,131,13.97358779,1830.54
16152,268,29,63.07034483,1829.04
16825,38,64,28.54515625,1826.89
17244,53,120,15.217,1826.04
14896,204,253,7.217391304,1826
15678,52,92,19.84717391,1825.94
14715,24,137,13.32445255,1825.45
13884,7,182,10.02763736,1825.03
17642,119,108,16.89342593,1824.49
16169,8,85,21.44670588,1822.97
15389,172,6,303.7316667,1822.39
14738,42,80,22.77375,1821.9
15339,66,220,8.277363636,1821.02
16205,30,197,9.239137056,1820.11
16233,71,73,24.90835616,1818.31
12381,4,87,20.89390805,1817.77
17787,152,128,14.19953125,1817.54
15807,50,88,20.65363636,1817.52
16917,276,50,36.3168,1815.84
12494,15,108,16.80805556,1815.27
16880,30,183,9.908251366,1813.21
14915,91,90,20.125,1811.25
16474,7,337,5.372848665,1810.65
14893,9,106,17.07179245,1809.61
15530,21,142,12.7371831,1808.68
17888,21,160,11.2965,1807.44
15133,127,49,36.8755102,1806.9
13561,215,229,7.87510917,1803.4
18161,15,93,19.38817204,1803.1
14723,10,416,4.334278846,1803.06
16797,393,398,4.527688442,1802.02
16249,52,69,26.08797101,1800.07
18235,71,104,17.27384615,1796.48
18236,29,98,18.31989796,1795.35
17165,284,100,17.9432,1794.32
13711,218,92,19.48108696,1792.26
13375,88,71,25.24267606,1792.23
18122,8,357,5.014145658,1790.05
13782,12,238,7.504537815,1786.08
15608,28,105,17.00933333,1785.98
15452,29,199,8.97040201,1785.11
15128,60,123,14.50146341,1783.68
16110,45,430,4.143232558,1781.59
18214,530,58,30.69551724,1780.34
15220,51,117,15.20478632,1778.96
16510,372,112,15.87053571,1777.5
12778,19,114,15.57614035,1775.68
14794,2,104,17.06605769,1774.87
13920,431,86,20.63581395,1774.68
16770,57,339,5.229823009,1772.91
16124,317,82,21.61573171,1772.49
15594,15,103,17.20174757,1771.78
14850,311,195,9.081846154,1770.96
14933,443,4,442.5,1770
12369,413,93,19.02935484,1769.73
15736,435,100,17.6712,1767.12
13456,17,63,28.0431746,1766.72
16751,30,25,70.5888,1764.72
13648,400,106,16.64169811,1764.02
13717,32,124,14.22016129,1763.3
12784,9,129,13.66782946,1763.15
15777,241,39,45.19512821,1762.61
16511,21,304,5.791085526,1760.49
12458,71,84,20.94202381,1759.13
16620,3,94,18.71202128,1758.93
16266,73,109,16.12798165,1757.95
16595,61,452,3.888827434,1757.75
14224,110,229,7.657860262,1753.65
14704,11,455,3.852571429,1752.92
14708,2,41,42.68804878,1750.21
14522,24,45,38.85377778,1748.42
16639,31,81,21.58,1747.98
13808,5,76,22.99552632,1747.66
17695,131,61,28.62360656,1746.04
16348,32,253,6.894940711,1744.42
16380,61,31,56.23064516,1743.15
16611,186,110,15.83745455,1742.12
12425,78,91,19.13637363,1741.41
16087,389,10,173.992,1739.92
17974,24,361,4.817423823,1739.09
15605,36,99,17.56505051,1738.94
14584,169,218,7.973211009,1738.16
17268,107,30,57.79633333,1733.89
13026,1,82,21.13512195,1733.08
14400,149,73,23.73246575,1732.47
14075,4,81,21.38098765,1731.86
17432,18,274,6.310182482,1728.99
16891,1,418,4.133827751,1727.94
14387,32,139,12.42877698,1727.6
16809,23,259,6.6696139,1727.43
15730,65,111,15.55477477,1726.58
14304,222,88,19.60238636,1725.01
13946,79,56,30.78258929,1723.825
16374,66,346,4.980924855,1723.4
17451,1,100,17.214,1721.4
16119,8,54,31.86685185,1720.81
15267,22,11,156.1236364,1717.36
14021,155,90,19.07311111,1716.58
17162,28,104,16.49480769,1715.46
14692,137,159,10.78704403,1715.14
14741,11,76,22.54065789,1713.09
18239,218,96,17.83604167,1712.26
14447,18,106,16.14839623,1711.73
13665,386,106,16.14773585,1711.66
17750,5,184,9.295923913,1710.45
13104,3,30,56.97,1709.1
17731,79,99,17.26252525,1708.99
15607,336,109,15.67862385,1708.97
15947,82,29,58.90482759,1708.24
12407,49,77,22.18337662,1708.12
16902,116,44,38.79272727,1706.88
13309,7,130,13.12592308,1706.37
14859,12,66,25.8430303,1705.64
12693,127,79,21.55721519,1703.02
16398,154,82,20.76573171,1702.79
15326,333,129,13.18232558,1700.52
15911,623,258,6.590077519,1700.24
16768,47,161,10.55012422,1698.57
12932,539,95,17.87957895,1698.56
17813,14,348,4.879511494,1698.07
13363,17,102,16.6445098,1697.74
17694,141,81,20.93790123,1695.97
16899,7,173,9.802138728,1695.77
16010,245,289,5.864567474,1694.86
15976,165,378,4.482566138,1694.41
12764,316,45,37.64177778,1693.88
14245,219,108,15.68009259,1693.45
16671,28,6,282.045,1692.27
14553,19,288,5.869930556,1690.54
13838,5,403,4.193722084,1690.07
13566,40,366,4.613661202,1688.6
16725,302,348,4.851321839,1688.26
12813,501,45,37.50666667,1687.8
12775,17,81,20.8162963,1686.12
12405,148,54,31.22055556,1685.91
13516,21,61,27.62721311,1685.26
14643,170,62,27.095,1679.89
15551,36,143,11.74692308,1679.81
13800,309,73,23.00767123,1679.56
12783,2,84,19.97321429,1677.75
14831,680,82,20.44597561,1676.57
13294,189,102,16.43647059,1676.52
13149,14,86,19.48906977,1676.06
17656,73,82,20.42304878,1674.69
13587,63,30,55.78333333,1673.5
12809,177,81,20.65777778,1673.28
13308,22,71,23.52633803,1670.37
13417,4,77,21.68168831,1669.49
13184,14,179,9.323743017,1668.95
17534,53,92,18.13945652,1668.83
13434,74,35,47.62457143,1666.86
15192,119,91,18.31197802,1666.39
16329,427,104,16.00884615,1664.92
12912,2,24,69.2625,1662.3
15214,1,110,15.104,1661.44
15649,336,11,150.9409091,1660.35
14583,5,464,3.578211207,1660.29
17321,8,271,6.122472325,1659.19
18096,11,391,4.240076726,1657.87
18276,43,94,17.62255319,1656.52
17041,26,126,13.13650794,1655.2
16625,274,99,16.70737374,1654.03
16813,8,426,3.878356808,1652.18
16634,222,83,19.87722892,1649.81
12911,551,236,6.986059322,1648.71
12669,150,101,16.28386139,1644.67
12657,11,47,34.9612766,1643.18
14420,99,93,17.62548387,1639.17
12933,24,289,5.663079585,1636.63
17006,4,129,12.67651163,1635.27
15310,478,45,36.32533333,1634.64
18062,173,54,30.23462963,1632.67
14164,70,29,56.26793103,1631.77
18136,63,88,18.53818182,1631.36
17571,50,325,5.018184615,1630.91
14904,2,141,11.56375887,1630.49
13554,380,196,8.313010204,1629.35
15167,320,304,5.354013158,1627.62
17135,16,143,11.37104895,1626.06
14759,4,102,15.94088235,1625.97
13154,399,93,17.47139785,1624.84
15172,8,110,14.76409091,1624.05
14937,56,34,47.70235294,1621.88
12398,45,85,19.06305882,1620.36
12379,81,81,20.00271605,1620.22
15422,323,120,13.49975,1619.97
12577,35,298,5.426510067,1617.1
16224,57,116,13.93568966,1616.54
16256,266,29,55.73482759,1616.31
14336,16,90,17.94344444,1614.91
17603,78,106,15.21,1612.26
15013,487,340,4.737705882,1610.82
16860,452,43,37.45627907,1610.62
13900,183,95,16.95357895,1610.59
15972,456,139,11.58381295,1610.15
17814,375,143,11.25433566,1609.37
12847,22,119,13.5210084,1609
13249,92,35,45.96942857,1608.93
17828,22,67,24.00552239,1608.37
14920,212,97,16.56876289,1607.17
15325,103,224,7.149375,1601.46
14178,8,318,5.032264151,1600.26
14885,131,31,51.55225806,1598.12
12514,267,84,19.02095238,1597.76
17853,407,105,15.2027619,1596.29
15134,14,85,18.77988235,1596.29
13850,129,93,17.15569892,1595.48
13239,261,93,17.1472043,1594.69
16801,163,75,21.2564,1594.23
17028,581,95,16.77715789,1593.83
15289,29,97,16.42360825,1593.09
17540,24,64,24.853125,1590.6
17515,31,179,8.879888268,1589.5
13705,7,74,21.47472973,1589.13
12870,375,93,17.08483871,1588.89
16092,114,90,17.64377778,1587.94
17345,15,209,7.5915311,1586.63
13156,385,104,15.25519231,1586.54
13740,240,94,16.83797872,1582.77
14719,1,235,6.731234043,1581.84
15279,354,94,16.81425532,1580.54
14587,18,371,4.259541779,1580.29
13752,124,94,16.80670213,1579.83
12607,60,101,15.63871287,1579.51
17222,65,112,14.10276786,1579.51
17649,138,98,16.11112245,1578.89
13064,12,93,16.97612903,1578.78
13186,39,79,19.94797468,1575.89
12549,575,49,32.15673469,1575.68
13337,546,87,18.10643678,1575.26
14489,207,100,15.7493,1574.93
16099,50,69,22.8,1573.2
17867,30,130,12.10030769,1573.04
17886,31,166,9.473192771,1572.55
13202,394,69,22.77231884,1571.29
14136,400,106,14.81896226,1570.81
14198,18,91,17.24978022,1569.73
15151,423,57,27.53491228,1569.49
13539,85,86,18.24837209,1569.36
17624,14,97,16.1714433,1568.63
16774,67,131,11.96549618,1567.48
17235,25,89,17.56157303,1562.98
13939,23,110,14.19054545,1560.96
15466,85,262,5.955954198,1560.46
16394,56,83,18.73903614,1555.34
14236,80,47,33.09234043,1555.34
18149,50,91,17.07648352,1553.96
14078,101,148,10.49641892,1553.47
15074,105,72,21.57125,1553.13
17851,422,232,6.691163793,1552.35
17323,15,331,4.68592145,1551.04
14987,15,15,103.3766667,1550.65
14186,427,104,14.90990385,1550.63
16366,18,78,19.84782051,1548.13
17454,192,126,12.2852381,1547.94
14754,44,136,11.38183824,1547.93
12947,143,97,15.95742268,1547.87
16461,177,252,6.134246032,1545.83
16790,3,93,16.61956989,1545.62
16017,47,130,11.88907692,1545.58
18036,32,326,4.740766871,1545.49
15732,212,99,15.59565657,1543.97
17837,42,162,9.513765432,1541.23
13310,28,95,16.22315789,1541.2
13360,431,66,23.34227273,1540.59
15798,492,83,18.49843373,1535.37
16692,256,5,307.033,1535.165
14695,519,82,18.71,1534.22
18252,50,134,11.44544776,1533.69
16491,46,87,17.62252874,1533.16
12629,385,45,34.01511111,1530.68
14567,56,33,46.37454545,1530.36
17414,43,21,72.83785714,1529.595
15701,2,230,6.647826087,1529
17990,236,57,26.80017544,1527.61
12926,411,262,5.816679389,1523.97
16244,211,91,16.73351648,1522.75
15587,50,14,108.72,1522.08
16066,16,101,15.05980198,1521.04
14055,106,33,46.08969697,1520.96
13377,396,78,19.45833333,1517.75
14264,154,79,19.20708861,1517.36
14068,320,108,14.0437037,1516.72
14267,162,55,27.568,1516.24
13791,127,11,137.8181818,1516
17190,58,190,7.978289474,1515.875
14220,247,38,39.86842105,1515
14682,187,86,17.61406977,1514.81
12818,261,14,108.1814286,1514.54
17764,50,149,10.15818792,1513.57
17610,540,154,9.817792208,1511.94
17977,29,104,14.53317308,1511.45
16037,269,71,21.25830986,1509.34
15948,8,95,15.88515789,1509.09
16910,4,545,2.768733945,1508.96
13158,94,100,15.0818,1508.18
15261,135,92,16.39130435,1508
17179,178,158,9.539620253,1507.26
18022,35,425,3.546470588,1507.25
16450,149,43,35.01697674,1505.73
15590,382,87,17.20229885,1496.6
16340,107,357,4.191148459,1496.24
15173,380,86,17.37906977,1494.6
14894,85,46,32.4523913,1492.81
16239,56,35,42.63428571,1492.2
16314,389,62,24.05483871,1491.4
18268,134,67,22.24223881,1490.23
13042,598,184,8.090163043,1488.59
17290,3,196,7.591632653,1487.96
16654,141,74,20.055,1484.07
15630,45,80,18.5175,1481.4
15110,23,53,27.90113208,1478.76
13240,96,201,7.342238806,1475.79
14246,110,75,19.65413333,1474.06
15101,8,58,25.37793103,1471.92
16907,29,209,7.037751196,1470.89
17590,2,196,7.489897959,1468.02
13500,23,85,17.25058824,1466.3
12882,9,13,112.5415385,1463.04
16586,248,28,52.24214286,1462.78
16419,112,90,16.22988889,1460.69
18196,95,277,5.260613718,1457.19
16835,128,82,17.76414634,1456.66
14829,29,91,15.99857143,1455.87
15071,93,54,26.95481481,1455.56
16569,3,35,41.578,1455.23
13649,256,108,13.46,1453.68
12970,7,345,4.213333333,1453.6
17259,148,230,6.31473913,1452.39
13165,46,49,29.6155102,1451.16
13361,472,34,42.66176471,1450.5
14657,17,209,6.938708134,1450.19
16121,57,344,4.215232558,1450.04
15876,409,11,131.74,1449.14
13023,64,76,19.06618421,1449.03
15076,172,80,18.09675,1447.74
17582,236,122,11.8602459,1446.95
17073,17,174,8.310862069,1446.09
13583,155,96,15.05240625,1445.031
15636,89,57,25.34350877,1444.58
17734,53,86,16.77116279,1442.32
18106,329,191,7.544816754,1441.06
18066,75,53,27.17735849,1440.4
13543,634,47,30.63,1439.61
14071,3,323,4.450681115,1437.57
16088,575,6,239.5716667,1437.43
13278,40,108,13.29490741,1435.85
12805,381,58,24.74051724,1434.95
16140,65,64,22.3978125,1433.46
12389,402,49,29.25163265,1433.33
13531,205,75,19.1076,1433.07
13475,191,86,16.64860465,1431.78
15427,33,292,4.899109589,1430.54
15468,51,80,17.881,1430.48
14684,25,486,2.94244856,1430.03
13159,8,120,11.91125,1429.35
15889,156,301,4.742857143,1427.6
14412,42,84,16.97845238,1426.19
17411,12,75,19.00506667,1425.38
18221,22,84,16.96357143,1424.94
16980,255,106,13.42292453,1422.83
17438,253,71,20.03901408,1422.77
15106,17,100,14.2252,1422.52
16463,21,82,17.34634146,1422.4
14019,46,66,21.53954545,1421.61
15799,75,154,9.229480519,1421.34
17175,44,63,22.55047619,1420.68
16173,15,84,16.8847619,1418.32
17856,1,15,94.53533333,1418.03
15223,225,34,41.70441176,1417.95
16245,23,90,15.70733333,1413.66
15237,1,99,14.26585859,1412.32
16848,52,85,16.60729412,1411.62
15444,9,214,6.594439252,1411.21
16906,81,213,6.624037559,1410.92
17714,320,81,17.40962963,1410.18
17545,43,260,5.422538462,1409.86
16854,417,75,18.78613333,1408.96
15149,133,69,20.41289855,1408.49
13049,64,26,54.16307692,1408.24
14909,437,80,17.5585,1404.68
12765,472,68,20.65558824,1404.58
18189,77,86,16.32244186,1403.73
15186,14,52,26.98461538,1403.2
13259,61,313,4.480958466,1402.54
14687,106,40,35.0515,1402.06
12695,7,59,23.69677966,1398.11
18202,199,68,20.54397059,1396.99
15141,457,80,17.355875,1388.47
12952,5,79,17.56696203,1387.79
13382,280,86,16.13465116,1387.58
15996,88,173,8.013872832,1386.4
18167,23,37,37.42864865,1384.86
13572,205,33,41.9469697,1384.25
14116,19,72,19.20472222,1382.74
14861,52,86,16.055,1380.73
15751,460,130,10.61876923,1380.44
17878,43,82,16.81621951,1378.93
13074,511,29,47.54275862,1378.74
12886,67,82,16.8097561,1378.4
16727,364,205,6.720829268,1377.77
14853,24,31,44.41516129,1376.87
14662,28,238,5.783319328,1376.43
13821,144,204,6.745441176,1376.07
15580,376,225,6.112844444,1375.39
13579,14,81,16.96716049,1374.34
14265,109,79,17.38417722,1373.35
14434,21,12,114.4,1372.8
15453,1,279,4.916738351,1371.77
13155,33,112,12.23642857,1370.48
17496,358,72,19.02611111,1369.88
12533,627,72,18.99847222,1367.89
16300,430,238,5.745042017,1367.32
16096,264,66,20.67984848,1364.87
13035,73,42,32.48095238,1364.2
14577,12,182,7.49532967,1364.15
14114,273,74,18.43364865,1364.09
13760,54,119,11.45915966,1363.64
15652,91,102,13.36205882,1362.93
16588,386,71,19.17295775,1361.28
13396,29,43,31.65093023,1360.99
13919,59,77,17.67116883,1360.68
16389,53,34,40.00941176,1360.32
16384,89,81,16.77716049,1358.95
17150,376,92,14.76032609,1357.95
17429,128,95,14.28905263,1357.46
17054,28,83,16.30506024,1353.32
15116,17,45,30.06111111,1352.75
16079,16,21,64.38095238,1352
13783,487,10,135.1095,1351.095
16367,37,223,6.055964126,1350.48
17025,60,37,36.47756757,1349.67
14847,148,62,21.75725806,1348.95
15411,26,98,13.76459184,1348.93
16669,23,156,8.646666667,1348.88
15322,85,83,16.23915663,1347.85
12646,4,45,29.93266667,1346.97
